seed,beta,reluctance,r_i,volume_share,willing_clear_frac,risk_hedged_frac,net_imbalance,gross_intermediated,clearing_spread_pct,residual_risk,dealer_pnl,spot_I,spot_S
25,0.2,0.0,0.04000000000000001,0.9709098432839081,0.9709098432839081,0.984492962731225,-3.121569530033895,21.196756170680505,6.028199546134676,3.0321868112927977,2.6422630386815715,3.2961758675448705,2.911166428076318
26,0.2,0.0,0.04000000000000001,0.23202069194659927,0.23202069194659927,0.2617960413459452,2.6517847384643245,5.262586050513435,17.52218743732614,2.575853791817265,6.126641041734999,2.837044860895655,2.38623311246
27,0.2,0.0,0.04000000000000001,0.8893838211355448,0.8893838211355448,0.9194479834108885,-4.104277167165533,19.10834752279376,11.560090398538962,3.986755693388115,5.721646523605115,4.0259582960002955,3.141120855439002
28,0.2,0.0,0.04000000000000001,1.0,1.0,1.0,3.420496064610332,23.56517541312544,6.510562487814178,3.3225539125113603,-3.517975030085233,3.465174418122088,6.2134011066931425
29,0.2,0.0,0.04000000000000001,0.06048562378580608,0.06048562378580608,0.07071709769918973,1.1653639565286913,1.1653639565286913,15.28173203183543,1.1319950381832187,-1.149334478949086,4.917316566972579,5.3976588254283175
30,0.2,0.0,0.04000000000000001,0.9657301928150639,0.9657301928150639,0.9777663673439155,3.7780151025622954,21.742905203621945,8.60836761988068,3.6698357850545813,3.89594127121202,4.23237359180038,4.475797582529451
31,0.2,0.0,0.04000000000000001,1.0,1.0,1.0,-3.240888425926783,20.28982234302179,6.788298224666045,3.148089141509516,7.391054699049585,6.006024017647005,4.830955272688612
32,0.2,0.0,0.04000000000000001,1.0,1.0,1.0,-1.5639028088978462,20.724502549536822,1.5475561042833168,1.5191221677616513,0.678291899280524,5.169432778589249,3.607951717171615
33,0.2,0.0,0.04000000000000001,0.20326451258039135,0.20326451258039135,0.2727658133887177,2.020220107216842,4.0198295203613315,13.313760546789554,1.962373320880319,3.436294477367798,4.449372026124917,3.020174946559589
34,0.2,0.0,0.04000000000000001,1.0,1.0,1.0,-1.5670000639605108,20.392811065793296,1.5789629192289234,1.522130736323672,-0.01879163706119691,3.8296099929682366,2.892816414309568
35,0.2,0.0,0.04000000000000001,1.0,1.0,1.0,-0.22719949020163632,18.831619092103423,0.03594496311482732,0.2206938820659133,-0.07881029601178012,5.4344752647896755,3.5109903163106133
36,0.2,0.0,0.04000000000000001,1.0,1.0,1.0,-3.0332587053347373,20.12246881329229,5.995820748455552,2.9464046701709026,6.048630992164975,2.837044860895655,4.008653025106755
37,0.2,0.0,0.04000000000000001,1.0,1.0,1.0,1.7328260623032103,21.19764087040645,1.8575196245293806,1.6832084891356478,3.789173376673564,4.0259582960002955,2.3141555959861577
38,0.2,0.0,0.04000000000000001,0.9599663108700831,0.9599663108700831,0.9694347525328222,2.958435320692314,19.035028118286167,6.029504635076048,2.873723771057122,5.033124256966271,2.1017345258429305,2.9929463229326934
39,0.2,0.0,0.04000000000000001,1.0,1.0,1.0,2.4383822255053413,21.652510351731976,3.600860619123722,2.3685618256876677,-3.094093617292565,2.9825032613817397,5.893943074417379
